STORE_NO,ZIP,SQUARE_FEET,U_CITY,U_STATE,CENSUS_REGION,CENSUS_DIVISION,TOT_ATTRITION_2012,TOT_ATTRITION_2013,NUM_ASSISTANT_MANAGERS,NUM_CUST_ACC_REPS,NUM_STORE_MANAGERS,NUM_EMP_PAY_TYPE_H,AVG_PAY_RATE_PAY_TYPE_S,AVG_PAY_RATE_PAY_TYPE_H,NAT_CURR_ROBBERY,NAT_CURR_BURGLARY,NAT_CURR_MOT_VEH_THEFT,NAT_PAST_ROBBERY,NAT_PAST_BURGLARY,NAT_PAST_MOT_VEH_THEFT,FRONTAGE_ROAD,NUM_PARKING_SPACES,SIGNAGE_VISIBILITY_IND,AUTOZONE_IND,TARGET_IND,WALMART_IND,PAYLESS_IND,COMP_PRESENCE_IND,STRIP_SHOP_CENTER_IND,SINGLE_TENANT_IND,PAD_IN_SHOP_CENTER_IND,MARKETING_EXP_2013,MARKETING_EXP_2012,TOT_NUM_LEADS,NUM_CONVERTED_TO_AGREEMENT,PERC_CONVERTED_TO_AGREEMENT,URBANICITY,CYA01V001,CYB02V001,CYA12V001,CYA12V002,CYA12V003,CYA12V007,CYA12V008,CYA21V001,CYB07VBASE,XCX03V069,PERC_CYEA07V001,PERC_CYEA07V004,PERC_CYEA07V007,PERC_CYEA07V010,PERC_CYB11V006,PERC_CYB11V007,PERC_CYC13VV01
4258,667492201,5000,IOLA,KS,Midwest,West North Central,4,0,4,4,2,3,38000,10.35666667,18,22,15,19,23,16,Yes,Greater than 10,Yes,0,0,0,0,1,0,0,0,655.03,442.63,9071,504,0.082785808,Rural,11719,4868,2486,5096,4900,731,1099,321.98,4868,35.07,0.928321529,0.020479563,0.008618483,0.005546548,0.017666393,0.011503698,1.74451745
4262,411012668,5432,ASHLAND,KY,South,East South Central,3,3,8,16,4,3,39000,10.38333333,90,268,86,90,269,78,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,320.17,502.67,7803,301,0.065463245,Emerging suburban,58578,23955,11651,23992,21767,4832,7580,57.89,23955,30.05,0.936119362,0.035047287,0.002594831,0.005804227,0.015570862,0.009016907,0.380142716
4265,410425113,4900,FLORENCE,KY,South,East South Central,4,2,10,10,1,5,60000,11.298,139,470,226,178,443,320,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,1191.02,857.08,15850,600,0.062086093,Suburban,131657,52821,29995,54457,49013,7672,11928,72.74,52821,37.72,0.902185224,0.036245699,0.001974829,0.018001322,0.021658053,0.012229984,0.227333146
4268,423301828,4000,CENTRAL CITY,KY,South,East South Central,3,3,5,13,2,5,41000,11.146,16,30,24,27,29,31,Yes,Greater than 10,Yes,1,0,0,0,0,0,0,0,1649.35,1581.8,11240,395,0.044302378,Emerging suburban,13488,5141,2806,5902,5303,840,1712,75.61,5141,27.52,0.901986951,0.074436536,0.00163108,0.00170522,0.017311807,0.009725734,1.418001186
4270,420664989,3750,MAYFIELD,KY,South,East South Central,2,2,3,5,1,3,40000,10.91666667,25,50,22,32,45,26,No,Between 1 and 10,Yes,0,0,0,0,0,0,1,0,2795.63,2096.59,10994,434,0.049804912,Emerging suburban,18032,7345,3695,7232,6707,1028,2377,108.04,7345,34.28,0.838509317,0.079691659,0.002218279,0.003826531,0.01933288,0.012797822,1.077473381
4272,403518894,4000,MOREHEAD,KY,South,East South Central,6,2,5,13,0,5,44000,10.746,36,52,33,26,40,20,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,1085.46,721.53,12008,600,0.077982844,Emerging suburban,14535,5272,4855,5161,4746,829,1492,97.67,5272,30.62,0.951909185,0.019539044,0.001651187,0.009494324,0.014795144,0.007018209,1.400137599
4274,403611282,4500,PARIS,KY,South,East South Central,2,1,4,6,2,2,39000,11.665,53,175,44,70,246,59,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,859.86,812.56,9124,328,0.062871382,Emerging suburban,12014,4933,2733,4641,4298,877,1370,57.54,4933,37.24,0.837439654,0.089395705,0.002330614,0.005410355,0.021487938,0.00506791,1.658814716
4277,422404650,5100,HOPKINSVILLE,KY,South,East South Central,0,3,7,9,1,4,49000,11.7375,97,232,49,136,307,67,Yes,Between 1 and 10,Yes,0,0,0,0,0,0,1,0,3334.65,3272.53,12382,424,0.060476394,Emerging suburban,35500,14309,8310,12402,10564,2520,4660,85.77,14309,47.92,0.636309859,0.310366197,0.003661972,0.01,0.01642323,0.011810749,0.623746479
4278,41230,4000,LOUISA,KY,South,East South Central,3,1,4,13,1,3,38000,10.62666667,35,75,27,27,42,21,Yes,Between 1 and 10,Yes,0,0,1,0,0,1,0,0,445.21,519.09,6347,309,0.072128852,Rural,12414,4945,2314,5293,4682,783,1660,180.69,4945,25.57,0.983486386,0.002577735,0.001288867,0.002013855,0.01536906,0.010515672,1.528596746
4279,407012735,6000,CORBIN,KY,South,East South Central,5,1,7,5,1,2,40000,11.285,45,136,57,42,136,46,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,367.33,391.22,9795,397,0.049730678,Emerging suburban,22332,9104,4132,9548,8655,1568,2650,76.79,9104,25.59,0.974117858,0.002552391,0.003537525,0.006000358,0.019442004,0.00900703,0.820526599
4284,711113209,5518,BOSSIER CITY,LA,South,West South Central,1,6,5,10,3,3,47000,10.22,208,238,123,293,454,167,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1172.54,844.1,9913,316,0.036188731,Suburban,123183,50209,38573,37416,31089,6958,13836,86.46,50209,56.07,0.49292516,0.442082106,0.004399958,0.014766648,0.023959848,0.015734231,0.185212245
4288,71446,4800,LEESVILLE,LA,South,West South Central,3,2,5,14,1,4,43000,10.455,35,92,56,39,99,54,Yes,Between 1 and 10,Yes,0,0,1,0,0,1,0,0,700.24,776.93,10114,357,0.040531335,Emerging suburban,15518,6276,3087,6579,5663,733,1751,75.82,6276,49.43,0.594793143,0.280512953,0.011921639,0.030287408,0.019757808,0.01290631,1.315891223
4291,710753740,5000,SPRINGHILL,LA,South,West South Central,3,4,3,9,3,3,40000,10.28333333,143,513,53,197,773,63,Yes,Greater than 10,Yes,0,0,0,0,0,0,1,0,519.07,538.93,7998,253,0.03608615,Rural,12131,5035,2284,5209,4821,835,1472,272.02,5035,38.56,0.717500618,0.261973456,0.003544638,0.003956805,0.014299901,0.00774578,1.709092408
4292,708052251,9040,BATON ROUGE,LA,South,West South Central,2,3,7,8,2,3,50000,11.52,611,1046,654,644,1125,1002,Yes,Between 1 and 10,Yes,0,0,0,0,0,0,1,0,946.65,643.8,8339,323,0.175638934,Suburban,105512,39077,40785,24247,18625,6049,11154,52.51,39077,72.28,0.1267344,0.851903101,0.001743878,0.004227007,0.033753871,0.028891675,0.148978315
4301,705705819,8250,OPELOUSAS,LA,South,West South Central,4,3,6,8,1,4,45000,10.8125,160,396,94,201,469,128,No,Greater than 10,No,0,0,0,0,1,0,0,0,990.07,658.12,10789,427,0.048699818,Emerging suburban,32923,12790,9439,10561,9062,2325,2899,94.95,12790,60.24,0.36913404,0.601494396,0.003705616,0.005467303,0.024784988,0.016184519,0.526531604
4302,703012912,6000,THIBODAUX,LA,South,West South Central,2,0,5,4,2,4,44000,11.6425,54,199,75,76,284,118,Yes,Greater than 10,No,0,0,0,0,0,1,0,0,1373.51,986.67,9053,361,0.046968514,Emerging suburban,37489,14385,9631,15395,13749,1899,3303,119.96,14385,47.23,0.699325135,0.262210248,0.00736216,0.008322441,0.020646507,0.016405978,0.675398117
4303,703605591,5622,HOUMA,LA,South,West South Central,3,2,5,13,1,4,51000,10.8625,208,597,251,273,655,340,Yes,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,673.37,400.55,11828,494,0.065639118,Emerging suburban,61237,22863,15776,23269,20964,3596,5508,67.65,22863,46.88,0.688015416,0.210852916,0.042555971,0.012231167,0.026330753,0.018545248,0.403922465
4309,14204501,5000,FITCHBURG,MA,Northeast,New England,6,3,4,11,2,4,51000,13.235,222,146,154,232,161,201,Yes,Greater than 10,Yes,0,0,0,1,0,0,0,0,726.37,1596.67,7761,301,0.050083195,Emerging suburban,77656,30425,22960,27442,25222,4349,8529,73.76,30425,78.03,0.821855362,0.046551458,0.002807253,0.030892655,0.021561216,0.012128184,0.3495802
4310,14403220,3579,GARDNER,MA,Northeast,New England,1,0,3,8,2,4,48000,12.755,59,52,48,121,107,109,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,406.42,863.78,11665,422,0.05679677,Emerging suburban,36722,14450,10401,14379,13581,1795,3786,106.48,14450,63.05,0.935215947,0.019579544,0.002369152,0.012145308,0.019377163,0.008650519,0.77743587
4313,12473006,4850,NORTH ADAMS,MA,Northeast,New England,0,2,3,6,1,4,51000,12.94,107,80,67,138,107,77,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,386.43,249.49,14823,684,0.089646134,Emerging suburban,28458,11809,9535,9581,8437,2131,3153,82.56,11809,50.63,0.926242182,0.020170075,0.002319207,0.018096845,0.012109408,0.005250233,0.859652822
4314,15503726,3800,SOUTHBRIDGE,MA,Northeast,New England,0,0,3,4,0,4,48000,13.49,177,53,109,160,52,101,Yes,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,0,0,0,2238.15,1746.95,10393,486,0.185213415,Emerging suburban,25466,10320,6157,10731,9837,1481,2298,51.76,10320,74.96,0.859930888,0.020301579,0.004437289,0.018024032,0.019767442,0.009689923,1.080970706
4316,15702206,3867,WEBSTER,MA,Northeast,New England,2,2,3,9,1,3,44000,11.6,192,94,108,205,82,118,Yes,Greater than 10,Unable to determine,0,0,0,0,0,0,0,0,1710.71,981.36,8447,390,0.209227468,Emerging suburban,40919,16298,9184,18078,17016,2371,3989,62.41,16298,61.96,0.936093257,0.018255578,0.002566045,0.009824287,0.01877531,0.008160511,0.701165718
4320,23011354,5300,BROCKTON,MA,Northeast,New England,3,3,4,9,1,4,47000,12.9925,450,196,590,466,188,689,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,1169.55,235.61,10059,390,0.069992821,Suburban,142886,50971,43877,52824,44922,7095,11405,48.13,50971,101.66,0.551656565,0.266170234,0.003177358,0.033544224,0.033587726,0.025916698,0.179758689
4337,49761673,4856,SKOWHEGAN,ME,Northeast,New England,3,1,4,8,1,4,42000,11.025,21,24,17,28,30,21,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,489.43,688.72,8773,449,0.095613288,Rural,22892,9608,4138,10228,9710,1224,3387,324.59,9608,48.8,0.972785253,0.003713088,0.004586755,0.004237288,0.014675271,0.007389675,0.928796086
4342,489172290,4980,LANSING,MI,Midwest,East North Central,1,1,6,2,2,4,46000,12.7075,207,127,113,260,211,138,Unable to determine,Greater than 10,Yes,0,0,0,0,0,0,0,0,501.79,553.85,10879,384,0.065029636,Suburban,125108,54395,40135,42986,39670,4873,13451,72.22,54395,59.02,0.690859098,0.179229146,0.007409598,0.033139368,0.018292122,0.013788032,0.200187038
4344,490013805,6000,KALAMAZOO,MI,Midwest,East North Central,6,3,4,11,1,4,46000,10.96,539,695,480,441,853,351,No,Greater than 10,Yes,0,0,0,0,0,0,1,0,574.87,728.76,15821,506,0.112745098,Suburban,101971,41181,40472,28170,25442,4438,9891,51.11,41181,52.89,0.71088839,0.195300625,0.005462337,0.016298752,0.020519172,0.01396275,0.199066401
4347,490908744,4275,SOUTH HAVEN,MI,Midwest,East North Central,0,6,3,7,1,4,46000,11.9025,45,114,29,45,120,28,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,1552.29,1101.93,11412,526,0.085514551,Emerging suburban,13525,5643,2835,5683,5309,984,1517,77.2,5643,46.79,0.809907579,0.101072089,0.00961183,0.005249538,0.023746234,0.015594542,1.818262477
4348,49093,4400,THREE RIVERS,MI,Midwest,East North Central,3,0,4,9,2,4,44000,11.8,52,105,47,52,79,37,No,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,1,0,0,890.62,660.92,13700,695,0.071975974,Emerging suburban,15983,6310,3621,6428,5800,858,1730,82.4,6310,41.35,0.873302884,0.07157605,0.005568416,0.008196209,0.024722662,0.017591125,1.45373209
4356,48161,4045,MONROE,MI,Midwest,East North Central,5,1,5,5,3,3,41000,13.30666667,91,221,78,86,191,59,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,486.38,666.51,6723,394,0.082426778,Emerging suburban,53597,21216,11653,22187,20604,3349,5914,80.18,21216,42.59,0.910778588,0.039647742,0.003544975,0.006791425,0.021116139,0.01022813,0.458607758
4364,647011282,4000,HARRISONVILLE,MO,Midwest,West North Central,2,2,6,7,1,5,46000,10.974,28,64,30,33,69,37,Yes,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes No,0,0,0,0,0,1,0,0,1250.14,1025.87,15775,671,0.091654146,Emerging suburban,18821,7017,3492,8710,8325,848,1876,108.53,7017,42.48,0.951543489,0.013070506,0.006269593,0.00520695,0.024796922,0.011543395,1.307900749
4365,658042303,9107,SPRINGFIELD,MO,Midwest,West North Central,2,3,3,7,2,4,39000,10.53,185,289,91,206,277,86,Yes,Greater than 10,No,0,0,0,0,0,1,0,0,859.49,945.58,9652,414,0.07729649,Suburban,151632,66638,49906,49209,42256,10168,18820,78.54,66638,40.44,0.888803155,0.040242165,0.007544582,0.019923235,0.013100633,0.006392749,0.149295663
4380,276101200,3900,RALEIGH,NC,South,South Atlantic,2,3,9,6,1,4,45000,10.835,395,653,462,526,674,422,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,908.67,334.46,10604,459,0.142768274,Suburban,182993,69054,54115,62949,52773,9080,17055,90.43,69054,65.15,0.435748908,0.417808332,0.006043947,0.024044636,0.029006285,0.020940134,0.143989114
4386,28311,5000,FAYETTEVILLE,NC,South,South Atlantic,1,1,3,7,3,4,46000,12.005,191,530,164,236,735,242,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,703.67,1146.18,14592,469,0.050026667,Emerging suburban,65550,28192,19942,20700,16264,3869,8110,40.51,28192,64.14,0.399130435,0.513852021,0.009977117,0.015575896,0.017416288,0.008477582,0.349382151
4389,275365910,4200,HENDERSON,NC,South,South Atlantic,1,2,3,5,1,4,60541,11.715,284,630,161,308,619,190,Yes,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,0,0,0,1477.71,461.14,17861,715,0.05683173,Emerging suburban,27973,10908,8022,9792,8149,2011,2323,76.38,10908,61.61,0.378400601,0.553319272,0.003396132,0.00689951,0.024569124,0.016318299,0.649018697
4390,281526949,5000,SHELBY,NC,South,South Atlantic,6,4,8,11,2,4,43000,10.7275,88,147,39,76,214,48,No,Greater than 10,Yes,0,0,0,0,1,1,0,0,938.19,726.56,14613,514,0.062424095,Emerging suburban,38258,15733,8145,16695,14874,2498,3703,91.35,15733,45.92,0.659025563,0.301244184,0.002979769,0.00810288,0.020275853,0.011504481,0.574938575
4401,278862528,5850,TARBORO,NC,South,South Atlantic,2,3,4,6,1,3,40000,13.30333333,59,98,42,96,237,68,Yes,Greater than 10,Yes,0,0,1,0,0,0,0,0,732.14,962.99,9780,358,0.060667683,Emerging suburban,17289,6696,4250,7120,6165,1431,1171,76.13,6696,58.24,0.423737637,0.527040315,0.00237145,0.003123373,0.021654719,0.016726404,1.08490948
4411,28001,4250,ALBEMARLE,NC,South,South Atlantic,2,1,5,6,2,3,38000,10.08333333,14,18,18,14,26,17,Yes,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,945.68,932.25,7707,269,0.083024691,Emerging suburban,23502,9551,4681,9751,8868,1547,3113,94.63,9551,37.97,0.763637137,0.169687686,0.00293592,0.027359374,0.01748508,0.012145325,0.942813378
4415,279103917,7275,AHOSKIE,NC,South,South Atlantic,4,3,5,8,2,4,39000,11.3725,40,27,26,46,47,31,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,419.37,660.77,9379,355,0.085459798,Emerging suburban,10783,4339,2908,3911,3231,886,985,102.05,4339,62.58,0.345729389,0.613001948,0.014467217,0.007233609,0.01820696,0.012445264,1.767411667
4426,687016329,4987,NORFOLK,NE,Midwest,West North Central,6,3,6,14,3,5,45000,11.75,43,70,37,56,84,43,Yes,Greater than 10,Yes,1,0,0,0,0,1,0,0,1388.8,1888.05,7585,290,0.041064854,Emerging suburban,28896,11723,6579,11920,11392,1673,2554,135.65,11723,44.53,0.887458472,0.015296235,0.013289037,0.00519103,0.022349228,0.012880662,0.834752215
4430,686013121,4980,COLUMBUS,NE,Midwest,West North Central,3,7,2,11,2,2,42000,11.675,37,75,34,33,59,31,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,990.03,610.01,10774,395,0.062668571,Emerging suburban,25671,10161,5226,11081,10630,1386,2273,100.07,10161,46.31,0.87612481,0.005180944,0.008102528,0.005453625,0.027359512,0.015254404,0.93260878
4434,681072706,4500,OMAHA,NE,Midwest,West North Central,2,3,2,6,2,2,49000,12.05,319,133,257,333,182,300,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,1341.13,1130.69,11942,403,0.044962624,Suburban,168351,63371,49662,58673,50299,7521,15022,63.08,63371,58.5,0.694501369,0.086426573,0.013186735,0.02027312,0.030692273,0.030550252,0.115752208
4443,3773,4320,NEWPORT,NH,Northeast,New England,4,5,1,13,3,3,43000,12.04666667,17,13,11,23,14,14,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,430.26,946.16,7462,301,0.04964539,Rural,35390,14768,8133,15594,14443,2136,3859,312.84,14768,52.09,0.966628991,0.005397005,0.002712631,0.007233682,0.017944204,0.006161972,0.830997457
4451,146212006,3772,ROCHESTER,NY,Northeast,Middle Atlantic,1,1,4,4,1,4,47000,11.6475,327,228,252,303,251,215,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,870.07,682.44,7350,279,0.053757225,Urban,145448,59080,47687,45623,39903,8454,12115,31.02,59080,94.47,0.557505088,0.301874209,0.004152687,0.019305869,0.021868653,0.015165877,0.144498377
4453,146094606,3950,ROCHESTER,NY,Northeast,Middle Atlantic,1,2,3,7,1,4,44000,11.31,511,175,425,468,218,301,No,Between 1 and 10,Yes,0,0,0,0,0,0,0,0,581.12,619.95,8699,397,0.140930067,Urban,183051,79468,71397,49313,41058,10318,16325,32.81,79468,98.82,0.533102797,0.33144315,0.004381293,0.024681646,0.018611265,0.0132632,0.124621007
4456,132061943,3600,SYRACUSE,NY,Northeast,Middle Atlantic,1,0,5,2,2,4,46000,12.1825,269,137,193,287,169,124,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,1,614.43,599.33,10876,345,0.055235351,Suburban,115318,47904,47547,30746,23983,4773,11163,41.26,47904,81.89,0.661405852,0.202882464,0.010085156,0.058681212,0.019622579,0.015823313,0.182564734
4471,144111656,4400,ALBION,NY,Northeast,Middle Atlantic,1,4,4,9,1,4,50000,11.3925,160,409,152,169,470,173,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,244.16,693.85,12471,625,0.108847092,Emerging suburban,15926,5673,4393,6302,5275,919,1690,109.83,5673,56.23,0.846037925,0.103039056,0.005148813,0.004772071,0.023620659,0.013220518,1.234647746
4474,148101024,7000,BATH,NY,Northeast,Middle Atlantic,0,3,4,7,1,4,51000,11.105,30,41,31,43,52,40,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1851,1028.55,13578,636,0.082117495,Emerging suburban,12561,5139,2724,5336,4687,872,1500,99.93,5139,50.11,0.948730197,0.026988297,0.002706791,0.004935913,0.015761821,0.008561977,1.748666507
4477,136191047,4100,CARTHAGE,NY,Northeast,Middle Atlantic,2,1,4,7,1,4,45000,12.0925,21,15,20,22,15,21,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,379.87,524.35,11436,507,0.047740113,Emerging suburban,8963,3479,1738,4081,3547,445,655,65.84,3479,59.73,0.912863996,0.03135111,0.005578489,0.014392503,0.018970969,0.012359874,2.402097512
4483,130691723,3560,FULTON,NY,Northeast,Middle Atlantic,3,0,3,8,1,4,45000,11.8225,98,117,67,123,144,81,Yes,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,1038.98,556.51,10932,437,0.094445645,Emerging suburban,21103,8441,5164,8165,7101,1006,2464,68.23,8441,54.28,0.962185471,0.008103113,0.00450173,0.00407525,0.02286459,0.012913162,1.03217552
4486,136421013,6200,GOUVERNEUR,NY,Northeast,Middle Atlantic,2,2,5,9,1,4,44000,10.97,44,12,19,45,14,19,No,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,0,0,0,532.24,635.96,14301,599,0.071445611,Rural,11501,4100,2909,4983,4415,652,778,236.28,4100,50.83,0.905660377,0.059907834,0.004086601,0.004086601,0.020487805,0.015609756,1.671767672
4491,130901652,7000,LIVERPOOL,NY,Northeast,Middle Atlantic,3,2,2,9,2,4,45000,11.355,34,30,28,45,33,32,Yes,Between 1 and 10,Yes,0,0,0,0,0,0,0,0,291.16,738.93,9790,328,0.036183122,Emerging suburban,53676,22298,12990,24373,22819,2033,4333,38.05,22298,71.66,0.904761905,0.039496237,0.003558387,0.024424324,0.01623464,0.006368284,0.609918772
4495,141031421,3600,MEDINA,NY,Northeast,Middle Atlantic,6,5,7,10,6,3,41000,11.40333333,63,80,46,59,88,41,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,479.72,698.25,7782,315,0.06631579,Emerging suburban,15019,5937,3708,6340,5637,760,1450,104.11,5937,53.05,0.906052334,0.049337506,0.007656968,0.004993675,0.020212228,0.012969513,1.419535255
4504,129016507,4382,PLATTSBURGH,NY,Northeast,Middle Atlantic,2,4,3,12,1,5,47000,11.956,43,30,38,68,71,53,No,Greater than 10,Yes,0,0,1,0,0,0,0,0,760.3,680.29,13441,570,0.058933003,Emerging suburban,34593,14031,12397,11777,10327,1798,3830,71.84,14031,59.35,0.921776082,0.027838002,0.003844709,0.018934467,0.012044758,0.004846412,0.727517128
4506,131422402,5000,PULASKI,NY,Northeast,Middle Atlantic,2,0,4,3,1,4,43000,12.1525,46,72,65,39,64,52,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,514.59,971.88,9536,508,0.060132576,Rural,30014,11392,5850,13742,12419,1454,3150,443.02,11392,53.81,0.972146332,0.004564537,0.004564537,0.003198507,0.027124298,0.014308287,0.763876858
4508,129832415,3360,SARANAC LAKE,NY,Northeast,Middle Atlantic,3,1,3,4,3,3,41000,11,50,17,25,47,22,23,No,Between 1 and 10,Yes,0,0,0,0,0,0,0,0,568.01,998.49,8516,344,0.091101695,Rural,16690,6294,5253,6688,5895,759,1786,505.42,6294,56.16,0.908208508,0.048532055,0.00587178,0.009646495,0.008897363,0.004130918,1.430856801
4509,12020,4200,Ballston Spa,NY,Northeast,Middle Atlantic,6,1,4,7,4,3,39000,10.7,41,46,47,53,61,62,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,1089.22,755.11,6249,316,0.088989017,Emerging suburban,47533,20156,13291,20057,18827,2726,3481,83.22,20156,65.62,0.940252035,0.019123556,0.001830307,0.012033745,0.012353642,0.004614011,0.700860455
4511,131658437,2500,WATERLOO,NY,Northeast,Middle Atlantic,2,3,5,9,2,4,44000,12.3775,32,31,26,30,34,19,Yes,Greater than 10,Yes,1,0,0,0,0,0,0,1,1165.97,1268.74,10854,523,0.064313822,Emerging suburban,20574,8452,5623,8205,7395,1413,1769,104,8452,54.12,0.941090697,0.021580636,0.002819092,0.009623797,0.018930431,0.010293422,1.124866336
4513,128322450,3000,GRANVILLE,NY,Northeast,Middle Atlantic,1,5,6,6,3,3,44000,11.53333333,34,36,24,43,42,30,Yes,Greater than 10,No,0,0,0,0,0,0,0,0,925.45,1115.51,10233,600,0.156209321,Rural,15953,6233,3841,7363,6848,892,1286,248.04,6233,49.87,0.959192628,0.018617188,0.002444681,0.004826678,0.020214985,0.013797529,1.521657369
4514,145699336,4472,WARSAW,NY,Northeast,Middle Atlantic,5,1,3,11,2,3,42000,10.95666667,30,17,20,29,16,20,Yes,Greater than 10,Yes,0,0,1,0,0,0,0,0,610.7,585.99,8403,214,0.033769923,Rural,18434,7501,4066,8147,7326,1003,2039,229.14,7501,51.82,0.952153629,0.018823912,0.002658132,0.004611045,0.021463805,0.01079856,1.413095367
4515,149012302,5400,ELMIRA,NY,Northeast,Middle Atlantic,2,1,4,3,2,4,47000,11.3575,175,132,58,319,207,89,Yes,Between 1 and 10,Yes,0,0,0,0,0,0,0,0,731.26,620.51,14124,697,0.067512592,Emerging suburban,56402,22964,15113,20842,18004,4642,5249,55.57,22964,58.51,0.855962555,0.08841885,0.003067267,0.010478352,0.0188556,0.010668873,0.413283217
4521,458400312,3200,FINDLAY,OH,Midwest,East North Central,1,4,1,8,2,2,38000,12.1,112,351,108,107,320,70,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,1032.44,117.54,7844,392,0.056096165,Emerging suburban,50805,21222,12410,21113,19377,2583,5081,101.47,21222,44.31,0.917980514,0.020076764,0.002735951,0.022930814,0.018000189,0.008387522,0.547898829
4525,446015601,4245,ALLIANCE,OH,Midwest,East North Central,4,4,5,8,2,4,44000,11.9375,73,131,41,125,192,74,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,987.58,523.54,13890,474,0.046252927,Emerging suburban,33742,13118,8835,13028,12053,2492,3377,67.28,13118,38.47,0.886817616,0.07468437,0.001452196,0.006045878,0.021420948,0.013569142,0.606277043
4531,44708,4200,CANTON,OH,Midwest,East North Central,0,1,2,8,1,4,42000,11.9575,263,324,196,268,396,197,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1715.5,447.95,11488,436,0.099702721,Suburban,140832,59872,36353,51780,46066,9871,16055,75.83,59872,45.22,0.807146103,0.141899568,0.00355743,0.006149171,0.019925842,0.010489043,0.16078022
4539,439523620,5400,STEUBENVILLE,OH,Midwest,East North Central,2,1,4,6,1,3,42000,12.54666667,94,118,42,116,158,52,Yes,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,554.92,594.71,12464,420,0.044934204,Emerging suburban,35100,14826,9955,13051,12134,2914,3487,64.15,14826,39.55,0.856695157,0.103703704,0.001339031,0.007207977,0.014299204,0.008633482,0.621339031
4544,448909317,4818,WILLARD,OH,Midwest,East North Central,4,1,4,9,1,4,40000,10.8625,20,29,23,30,30,27,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,656.25,599.87,8916,787,0.127387504,Emerging suburban,11891,4573,2198,5511,5203,621,953,84.92,4573,43.05,0.927171811,0.011605416,0.001766042,0.0030275,0.034769298,0.016619287,1.701286687
4548,454323004,4400,DAYTON,OH,Midwest,East North Central,4,3,4,13,1,4,51000,11.5,288,574,236,303,595,275,Yes,Greater than 10,No,0,0,0,0,1,0,0,0,761.12,507.79,12824,432,0.164258555,Suburban,117902,50405,34072,43522,40056,6327,12048,40.45,50405,44.13,0.880722973,0.052509712,0.002960086,0.022009805,0.017478425,0.009463347,0.204839613
